x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.23911435902118683,0.3622246980667114,0.4284389615058899,0.4588177800178528,0.4904288053512573,0.2785138785839081,0.3786829113960266,0.40776997804641724,0.3912810683250427,0.1873575747013092,0.31249749660491943,0.3462141454219818,0.3245277404785156,0.12261168658733368,0.24248552322387695,0.279890775680542,0.2588963210582733,0.0772000402212143,0.1629297435283661,0.20522010326385498,0.1954163908958435,0.8735175132751465,0.7515875697135925,0.590290904045105,0.4639986753463745,0.34450966119766235,0.4337894320487976,0.5175821781158447,0.6186992526054382,0.635988712310791,0.48527011275291443,0.6043339967727661,0.7095878720283508,0.7125000953674316,0.5782592296600342,0.6910985708236694,0.774466872215271,0.7672359943389893,0.6838555335998535,0.7632972598075867,0.8096284866333008,0.8038411140441895,A
0.46463918685913086,0.5313043594360352,0.5924862027168274,0.6357709765434265,0.678523600101471,0.5399634838104248,0.5353946685791016,0.5333964824676514,0.5307921171188354,0.4863039255142212,0.48630812764167786,0.496618390083313,0.49933353066444397,0.43935513496398926,0.4412882924079895,0.45793426036834717,0.46403563022613525,0.3986610770225525,0.40313297510147095,0.42132529616355896,0.4299194812774658,0.5457714796066284,0.5284604430198669,0.4747565686702728,0.432578980922699,0.40248969197273254,0.3185400366783142,0.37863555550575256,0.4343951642513275,0.43027299642562866,0.3128929138183594,0.38845381140708923,0.4512019455432892,0.4360237419605255,0.332517147064209,0.401716023683548,0.4573288559913635,0.4438692331314087,0.36250537633895874,0.4152505397796631,0.46220943331718445,0.4614831507205963,A
0.4482380151748657,0.5165361762046814,0.580476701259613,0.6235088109970093,0.6695868372917175,0.5101653337478638,0.49945980310440063,0.507969856262207,0.5136058330535889,0.45043447613716125,0.4489825367927551,0.4706161320209503,0.4791584014892578,0.40025365352630615,0.4032602310180664,0.42960450053215027,0.4416782855987549,0.35843542218208313,0.36486026644706726,0.3935357928276062,0.4095202386379242,0.5484957695007324,0.510418176651001,0.4369288980960846,0.37210139632225037,0.3289753198623657,0.2669403851032257,0.3316092789173126,0.4038446247577667,0.4035537838935852,0.26611363887786865,0.34705108404159546,0.42488062381744385,0.41683512926101685,0.29602617025375366,0.37564411759376526,0.4410035014152527,0.43030843138694763,0.33813750743865967,0.40184712409973145,0.45512455701828003,0.4550055265426636,A
0.4029960036277771,0.45970243215560913,0.49413979053497314,0.5106324553489685,0.5417068004608154,0.4021724462509155,0.3642309904098511,0.3935132324695587,0.41686511039733887,0.356364369392395,0.3277910053730011,0.3680553734302521,0.38560566306114197,0.318037211894989,0.2937812805175781,0.3333573639392853,0.35319676995277405,0.2852158546447754,0.2655545771121979,0.2987295091152191,0.31901538372039795,0.6548970937728882,0.5908229947090149,0.4942035377025604,0.410702645778656,0.3515204191207886,0.40040749311447144,0.38356253504753113,0.4579552412033081,0.46666988730430603,0.43248021602630615,0.4150024652481079,0.49614956974983215,0.4905475974082947,0.4680342972278595,0.45481613278388977,0.5222864151000977,0.5129531621932983,0.5051827430725098,0.4932253360748291,0.540296196937561,0.5460071563720703,A
0.3769173324108124,0.4367130994796753,0.4925302565097809,0.5391206741333008,0.5844280123710632,0.42045268416404724,0.4025596082210541,0.4144410192966461,0.4271422028541565,0.3654213845729828,0.3592126667499542,0.38044607639312744,0.38854315876960754,0.3214246928691864,0.3197852373123169,0.34374749660491943,0.35454121232032776,0.2847839593887329,0.28448566794395447,0.30800753831863403,0.32212162017822266,0.5190855860710144,0.4952569901943207,0.4396432042121887,0.39902013540267944,0.36805543303489685,0.29221928119659424,0.37175583839416504,0.42029324173927307,0.40587276220321655,0.291390061378479,0.39067214727401733,0.4446777105331421,0.4250589907169342,0.31310081481933594,0.4036760628223419,0.4522739052772522,0.4345046281814575,0.3431662917137146,0.40730997920036316,0.4500889182090759,0.44556373357772827,A
0.34694287180900574,0.4083701968193054,0.4555247128009796,0.491549551486969,0.5312186479568481,0.3975093364715576,0.3510982394218445,0.3587551414966583,0.3784528970718384,0.33809560537338257,0.30508995056152344,0.32279083132743835,0.34729987382888794,0.29128214716911316,0.26027530431747437,0.28432518243789673,0.3164157569408417,0.2562142014503479,0.22839070856571198,0.25126755237579346,0.2816872000694275,0.5612658262252808,0.5333868861198425,0.476856529712677,0.4305625855922699,0.3900355100631714,0.3174396753311157,0.33756229281425476,0.41855427622795105,0.4517495334148407,0.3204531967639923,0.3479877710342407,0.44307541847229004,0.47033295035362244,0.3438243269920349,0.3641597628593445,0.45074552297592163,0.47468653321266174,0.3782934844493866,0.3836137652397156,0.4521849453449249,0.4792359173297882,A
0.3639516234397888,0.4207339286804199,0.4613993763923645,0.4905720353126526,0.5260621905326843,0.391328364610672,0.35411643981933594,0.36762160062789917,0.3878888189792633,0.3412693738937378,0.3154827952384949,0.3386732041835785,0.36162254214286804,0.3028463125228882,0.2770422697067261,0.3055524230003357,0.3341010808944702,0.2734163999557495,0.2483278065919876,0.27677246928215027,0.3075249493122101,0.587138295173645,0.5480624437332153,0.4879460036754608,0.43952447175979614,0.40272262692451477,0.3687230050563812,0.38011136651039124,0.4444778561592102,0.4614904522895813,0.38224348425865173,0.397463321685791,0.4748530983924866,0.48793482780456543,0.40808770060539246,0.4194166660308838,0.4870567321777344,0.49727514386177063,0.4404420256614685,0.4433397352695465,0.4949524998664856,0.5091875791549683,A
0.22140127420425415,0.27781370282173157,0.3199726939201355,0.3613862097263336,0.3983396589756012,0.24668198823928833,0.27709680795669556,0.2876472771167755,0.27931973338127136,0.19318901002407074,0.23638053238391876,0.25575241446495056,0.2503794729709625,0.15379127860069275,0.19744887948036194,0.22099441289901733,0.21976448595523834,0.1229972243309021,0.15553921461105347,0.18146203458309174,0.18710468709468842,0.5968353152275085,0.5601152777671814,0.5000445246696472,0.4547847509384155,0.4118844270706177,0.4009612500667572,0.48746347427368164,0.5371893644332886,0.5295952558517456,0.42283159494400024,0.5305130481719971,0.5704679489135742,0.5492148399353027,0.46649253368377686,0.5604572296142578,0.5901867151260376,0.5728844404220581,0.5170060396194458,0.5846081376075745,0.6069327592849731,0.5976011157035828,A
0.25867196917533875,0.3144749402999878,0.35423576831817627,0.3773217797279358,0.4024641513824463,0.3160271644592285,0.29514914751052856,0.290825754404068,0.29890182614326477,0.27470600605010986,0.25820744037628174,0.26094019412994385,0.273406058549881,0.2384139746427536,0.22305157780647278,0.23126834630966187,0.24681279063224792,0.20648624002933502,0.19358351826667786,0.2061605453491211,0.22306515276432037,0.5692088603973389,0.5377784967422485,0.4850757122039795,0.42787227034568787,0.3816317915916443,0.39347922801971436,0.34630706906318665,0.406681627035141,0.4437105655670166,0.3951469659805298,0.346561998128891,0.4209286570549011,0.45525288581848145,0.40460580587387085,0.35617339611053467,0.42412978410720825,0.4580816328525543,0.42157167196273804,0.38262665271759033,0.4291730225086212,0.4589349329471588,A
0.23034453392028809,0.2706023156642914,0.2933022975921631,0.30755335092544556,0.33388787508010864,0.21244795620441437,0.19866277277469635,0.2141103893518448,0.23106591403484344,0.1658981740474701,0.16239069402217865,0.18982422351837158,0.2143048793077469,0.131975457072258,0.13496850430965424,0.1656353771686554,0.19240877032279968,0.10798881202936172,0.10472740978002548,0.13291777670383453,0.15806761384010315,0.6184320449829102,0.572206974029541,0.5108720660209656,0.46083396673202515,0.4196026921272278,0.40308985114097595,0.457304447889328,0.5125225186347961,0.5379629135131836,0.4174652397632599,0.48693376779556274,0.5409637093544006,0.5592160820960999,0.45025965571403503,0.5153889656066895,0.5578983426094055,0.5656550526618958,0.4893880784511566,0.5266687273979187,0.5587109923362732,0.5651469230651855,A
